key	en	zh-CN	zh-TW	de	fr	ko	ja	es	pt-BR	ru	tr
To player	To player	移到玩家位置	移到玩家位置	Zum Spieler	Vers le joueur	플레이어에게	プレイヤーへ	Al jugador	Até o jogador	К игроку	Oyuncuya
X outward:     the object's X axis points away from the middle: torches, statues or spikes facing out.	X outward:     the object's X axis points away from the middle: torches, statues or spikes facing out.	X 轴朝外：物体的 X 轴从圆心向外，适用于朝外摆放的火把、雕像或尖刺。	X 軸朝外：物件的 X 軸從圓心向外，適用于朝外擺放的火把、雕像或尖刺。	X nach außen:     Die X-Achse des Objekts zeigt von der Mitte weg: nach außen gerichtete Fackeln, Statuen oder Stacheln.	X vers l’extérieur :     l’axe X de l’objet pointe à l’opposé du centre : torches, statues ou piques orientées vers l’extérieur.	X 바깥쪽:     오브젝트의 X축이 중앙에서 바깥을 향합니다. 바깥을 향한 횃불, 조각상, 가시 등에 사용합니다.	X を外側へ:     オブジェクトの X 軸を中心から外側へ向けます。外向きのたいまつ、像、スパイクに使用します。	X hacia fuera:     el eje X del objeto apunta alejándose del centro: antorchas, estatuas o pinchos orientados hacia fuera.	X para fora:     o eixo X do objeto aponta para longe do centro: tochas, estátuas ou espinhos voltados para fora.	X наружу:     ось X объекта направлена от центра наружу: например, у факелов, статуй или шипов.	X dışa:     nesnenin X ekseni merkezden dışarıyı gösterir: dışa bakan meşaleler, heykeller veya sivri uçlar için.
X to center:   the object's X axis points at the middle of the ring: chairs around a table, seats around a fire.	X to center:   the object's X axis points at the middle of the ring: chairs around a table, seats around a fire.	X 轴朝向圆心：物体的 X 轴指向圆环中心，适用于围绕桌子或篝火摆放椅子。	X 軸朝向圓心：物件的 X 軸指向圓環中心，適用于圍繞桌子或篝火擺放椅子。	X zur Mitte:   Die X-Achse des Objekts zeigt zur Mitte des Rings: Stühle um einen Tisch, Sitze um ein Lagerfeuer.	X vers le centre :   l’axe X de l’objet pointe vers le centre de l’anneau : chaises autour d’une table, sièges autour d’un feu.	X 중앙쪽:   오브젝트의 X축이 원형 배치의 중앙을 향합니다. 탁자 주변 의자나 모닥불 주위 좌석에 사용합니다.	X を中心へ:   オブジェクトの X 軸をリングの中心へ向けます。テーブルの椅子や焚き火の周りの席に使用します。	X hacia el centro:   el eje X del objeto apunta al centro del círculo: sillas alrededor de una mesa, asientos alrededor de una hoguera.	X para o centro:   o eixo X do objeto aponta para o centro do círculo: cadeiras ao redor de uma mesa, assentos ao redor de uma fogueira.	X к центру:   ось X объекта направлена к центру кольца: например, у стульев вокруг стола или сидений у костра.	X merkeze:   nesnenin X ekseni halkanın merkezini gösterir: masa çevresindeki sandalyeler veya ateş çevresindeki oturaklar için.
across the line:  the object's X axis is turned 90 degrees to the line, all copies face the same way	across the line:  the object's X axis is turned 90 degrees to the line, all copies face the same way	垂直于直线：物体的 X 轴与直线成 90 度，所有副本朝向一致	垂直于直線：物件的 X 軸與直線成 90 度，所有副本朝向一致	quer zur Linie:  Die X-Achse des Objekts ist um 90 Grad zur Linie gedreht; alle Kopien zeigen in dieselbe Richtung.	perpendiculaire à la ligne :  l’axe X de l’objet est tourné à 90 degrés par rapport à la ligne ; toutes les copies sont orientées pareil.	선 가로 방향:  오브젝트의 X축을 선과 90도 방향으로 돌려 모든 복사본이 같은 방향을 향하게 합니다.	線に対して横向き:  オブジェクトの X 軸を線に対して 90 度回転し、すべてのコピーを同じ向きにします。	perpendicular a la línea:  el eje X del objeto gira 90 grados respecto a la línea; todas las copias miran en la misma dirección	perpendicular à linha:  o eixo X do objeto fica a 90 graus da linha; todas as cópias ficam voltadas para o mesmo lado.	поперёк линии:  ось X объекта повёрнута на 90 градусов к линии; все копии смотрят в одну сторону.	çizgiye dik:  nesnenin X ekseni çizgiye 90 derece döndürülür; tüm kopyalar aynı yöne bakar.
age	age	时间	時間	Alter	âge	수명	経過時間	edad	idade	возраст	yaş
along the line:   the object's X axis points along the line (fences, walls, railings end to end).	along the line:   the object's X axis points along the line (fences, walls, railings end to end).	沿直线：物体的 X 轴与直线同向（例如首尾相接的栅栏、墙壁或栏杆）。	沿直線：物件的 X 軸與直線同向（例如首尾相接的柵欄、墻壁或欄桿）。	entlang der Linie:   Die X-Achse des Objekts verläuft entlang der Linie (Zäune, Mauern und Geländer in einer Reihe).	le long de la ligne :   l’axe X de l’objet suit la ligne (clôtures, murs et barrières alignés bout à bout).	선을 따라:   오브젝트의 X축이 선을 따라갑니다(울타리, 벽, 난간을 일렬로 배치).	線に沿って:   オブジェクトの X 軸を線に沿わせます（柵、壁、手すりを端から端まで並べる場合）。	alineado con la línea:   el eje X del objeto apunta a lo largo de la línea (vallas, muros y barandillas en fila).	ao longo da linha:   o eixo X do objeto aponta ao longo da linha (cercas, muros e corrimãos em sequência).	вдоль линии:   ось X объекта направлена вдоль линии (заборы, стены и перила встык).	çizgi boyunca:   nesnenin X ekseni çizgi boyunca uzanır (çitler, duvarlar ve korkuluklar uç uca).
autoload lists projects that do not exist any more: %s - remove those lines from autoload.txt	autoload lists projects that do not exist any more: %s - remove those lines from autoload.txt	自动加载列表中包含已不存在的项目：%s - 请从 autoload.txt 中删除对应行	自動載入列表中包含已不存在的專案：%s - 請從 autoload.txt 中刪除對應行	Der Autoload enthält Projekte, die nicht mehr existieren: %s – entferne diese Zeilen aus autoload.txt.	autoload référence des projets qui n’existent plus : %s – supprimez ces lignes de autoload.txt.	autoload에 더 이상 존재하지 않는 프로젝트가 있습니다: %s - autoload.txt에서 해당 줄을 삭제하세요.	autoload に存在しないプロジェクトがあります: %s - autoload.txt から該当行を削除してください。	autoload contiene proyectos que ya no existen: %s; elimina esas líneas de autoload.txt.	autoload lista projetos que não existem mais: %s - remova essas linhas de autoload.txt.	autoload содержит проекты, которых больше нет: %s — удалите эти строки из autoload.txt.	autoload artık var olmayan projeleri listeliyor: %s - bu satırları autoload.txt dosyasından silin.
caller	caller	调用方	調用方	Aufrufer	appelant	호출자	呼び出し元	llamador	chamador	вызывающий	çağıran
camera copy in flight (0 = newest)	camera copy in flight (0 = newest)	渲染中的相机副本（0 = 最新）	渲染中的相機副本（0 = 最新）	Kamerakopie unterwegs (0 = neueste)	copie de caméra en cours (0 = la plus récente)	비행 중인 카메라 복사본 (0 = 가장 최신)	飛行中のカメラコピー（0 = 最新）	copia de cámara en movimiento (0 = la más reciente)	cópia da câmera em movimento (0 = mais recente)	копия камеры в движении (0 = самая новая)	havadaki kamera kopyası (0 = en yeni)
camera not found yet; using the walking direction	camera not found yet; using the walking direction	尚未找到相机；当前使用行走方向	尚未找到相機；當前使用行走方向	Kamera noch nicht gefunden; die Laufrichtung wird verwendet.	caméra pas encore trouvée ; utilisation de la direction de marche	카메라를 아직 찾지 못해 걷는 방향을 사용합니다.	カメラがまだ見つからないため、歩行方向を使用します。	cámara aún no encontrada; se usa la dirección al caminar	câmera ainda não encontrada; usando a direção da caminhada	камера пока не найдена; используется направление ходьбы	kamera henüz bulunamadı; yürüme yönü kullanılıyor
camera trace (16 s)	camera trace (16 s)	相机跟踪（16 秒）	相機跟蹤（16 秒）	Kameraverfolgung (16 s)	trace de caméra (16 s)	카메라 추적 (16초)	カメラトレース（16 秒）	seguimiento de cámara (16 s)	rastreamento da câmera (16 s)	трассировка камеры (16 с)	kamera izleme (16 sn)
camtrace started: close the menu and rotate the camera slowly for 16 s	camtrace started: close the menu and rotate the camera slowly for 16 s	相机跟踪已开始：关闭菜单，并缓慢转动相机 16 秒	相機跟蹤已開始：關閉菜單，并緩慢轉動相機 16 秒	Kameraverfolgung gestartet: Schließe das Menü und drehe die Kamera 16 s lang langsam.	trace de caméra lancée : fermez le menu et faites tourner lentement la caméra pendant 16 s.	카메라 추적 시작: 메뉴를 닫고 16초 동안 카메라를 천천히 회전하세요.	カメラトレース開始: メニューを閉じ、16 秒間ゆっくりカメラを回してください。	seguimiento iniciado: cierra el menú y gira lentamente la cámara durante 16 s	rastreamento iniciado: feche o menu e gire a câmera lentamente por 16 s.	трассировка запущена: закройте меню и медленно вращайте камеру в течение 16 с.	kamera izleme başladı: menüyü kapatın ve kamerayı 16 sn boyunca yavaşça döndürün.
deletes every object that sits exactly on an identical one (same prefab, position, rotation, scale),\ne.g. after a project was loaded twice. The earlier copy stays. Ctrl+Z brings them back.	deletes every object that sits exactly on an identical one (same prefab, position, rotation, scale),\ne.g. after a project was loaded twice. The earlier copy stays. Ctrl+Z brings them back.	删除与其他物体完全重合的副本（预制件、位置、旋转和缩放都相同），\n例如同一个项目被加载两次时产生的重复物体。较早创建的副本会保留。按 Ctrl+Z 可撤销。	刪除與其他物件完全重合的副本（預製件、位置、旋轉和縮放都相同），\n例如同一個專案被載入兩次時產生的重復物件。較早創建的副本會保留。按 Ctrl+Z 可撤銷。	Entfernt jedes Objekt, das exakt auf einem identischen liegt (gleiches Prefab, gleiche Position, Drehung und Skalierung),\nz. B. nachdem ein Projekt zweimal geladen wurde. Die frühere Kopie bleibt erhalten. Mit Ctrl+Z werden die Objekte wiederhergestellt.	supprime chaque objet placé exactement sur un objet identique (même prefab, position, rotation et échelle),\npar ex. après avoir chargé un projet deux fois. La copie la plus ancienne est conservée. Ctrl+Z les restaure.	같은 프리팹, 위치, 회전, 배율로 다른 오브젝트와 정확히 겹친 오브젝트를 모두 삭제합니다.\n예: 프로젝트를 두 번 불러온 경우. 먼저 있던 복사본은 남습니다. Ctrl+Z로 되돌릴 수 있습니다.	同じプレハブ、位置、回転、スケールで完全に重なったオブジェクトをすべて削除します。\n例: プロジェクトを二度読み込んだ場合。先にあったコピーは残ります。Ctrl+Z で元に戻せます。	elimina todos los objetos que coinciden exactamente con otro (mismo prefab, posición, rotación y escala),\npor ejemplo, tras cargar dos veces un proyecto. Se conserva la copia anterior. Ctrl+Z los restaura.	remove todos os objetos que estejam exatamente sobre outro idêntico (mesmo prefab, posição, rotação e escala),\npor exemplo, após carregar um projeto duas vezes. A cópia anterior permanece. Ctrl+Z restaura os objetos.	удаляет все объекты, точно совпадающие с другими (тот же префаб, положение, поворот и масштаб),\nнапример, после двойной загрузки проекта. Более ранняя копия остаётся. Ctrl+Z восстановит их.	Aynı prefab, konum, dönüş ve ölçeğe sahip başka bir nesneyle tamamen çakışan tüm nesneleri siler.\nÖrneğin bir proje iki kez yüklendiyse. Önceki kopya kalır. Ctrl+Z ile geri alabilirsiniz.
find render camera (hold the camera still, ~20 s)	find render camera (hold the camera still, ~20 s)	查找渲染相机（保持视角不动，约 20 秒）	查找渲染相機（保持視角不動，約 20 秒）	Renderkamera suchen (Kamera etwa 20 s stillhalten)	rechercher la caméra de rendu (gardez la caméra immobile pendant ~20 s)	렌더 카메라 찾기 (카메라를 약 20초 동안 고정하세요)	レンダーカメラを検索（カメラを約 20 秒静止させてください）	buscar cámara de renderizado (mantén la cámara quieta unos 20 s)	encontrar câmera de renderização (mantenha a câmera parada por ~20 s)	найти камеру рендеринга (не двигайте камеру около 20 с)	render kamerasını bul (kamerayı yaklaşık 20 sn sabit tutun)
fov trace (12 s, zoom in and out)	fov trace (12 s, zoom in and out)	视野跟踪（12 秒，缩放镜头）	視野跟蹤（12 秒，縮放鏡頭）	Sichtfeld-Verfolgung (12 s, hinein- und herauszoomen)	trace du champ de vision (12 s, zoomez et dézoomez)	시야각 추적 (12초, 확대와 축소)	視野角トレース（12 秒、ズームイン・アウト）	seguimiento del campo de visión (12 s; acerca y aleja el zoom)	rastreamento do campo de visão (12 s, aproxime e afaste o zoom)	трассировка поля зрения (12 с, приблизьте и отдалите)	görüş alanı izleme (12 sn, yakınlaştırıp uzaklaştırın)
fovtrace started: close the menu and zoom the camera in and out for 12 s	fovtrace started: close the menu and zoom the camera in and out for 12 s	视野跟踪已开始：关闭菜单并缩放相机 12 秒	視野跟蹤已開始：關閉菜單并縮放相機 12 秒	Sichtfeld-Verfolgung gestartet: Schließe das Menü und zoome die Kamera 12 s lang hinein und heraus.	trace du champ de vision lancée : fermez le menu et zoomez ou dézoomez pendant 12 s.	시야각 추적 시작: 메뉴를 닫고 12초 동안 카메라를 확대하고 축소하세요.	視野角トレース開始: メニューを閉じ、12 秒間カメラをズームイン・アウトしてください。	seguimiento iniciado: cierra el menú y acerca y aleja la cámara durante 12 s	rastreamento iniciado: feche o menu e aproxime e afaste o zoom da câmera por 12 s.	трассировка запущена: закройте меню и меняйте масштаб камеры в течение 12 с.	görüş alanı izleme başladı: menüyü kapatın ve kamerayı 12 sn boyunca yakınlaştırıp uzaklaştırın.
grid and angle steps for the placement mode (%s toggles while placing)	grid and angle steps for the placement mode (%s toggles while placing)	放置模式的位置网格和角度步进（放置时按 %s 切换）	放置模式的位置網格和角度步進（放置時按 %s 切換）	Raster- und Winkelschritte für den Platzierungsmodus (%s schaltet sie beim Platzieren um)	pas de grille et d’angle pour le mode placement (%s change leur valeur pendant le placement)	배치 모드의 격자 및 각도 간격 (%s로 배치 중 전환)	配置モードのグリッドと角度の刻み（配置中に %s で切り替え）	pasos de cuadrícula y ángulo del modo de colocación (%s los cambia mientras colocas)	passos de grade e ângulo do modo de posicionamento (%s alterna durante o posicionamento)	шаг сетки и угла для режима размещения (%s переключает их во время размещения)	yerleştirme modu için ızgara ve açı adımları (%s yerleştirirken değiştirir)
ground probe (experimental)	ground probe (experimental)	地面探测（实验功能）	地面探測（實驗功能）	Bodenprüfung (experimentell)	sonde de sol (expérimental)	지면 탐색 (실험 기능)	地面プローブ（実験的）	sonda del suelo (experimental)	sonda do chão (experimental)	проверка поверхности (экспериментально)	zemin sorgusu (deneysel)
here	here	在此生成	在此生成	hier	ici	여기	ここ	aquí	aqui	здесь	burada
hide prefabs without a visible mesh	hide prefabs without a visible mesh	隐藏没有可见网格的预制件	隱藏沒有可見網格的預製件	Prefabs ohne sichtbares Mesh ausblenden	masquer les prefabs sans maillage visible	보이는 메시가 없는 프리팹 숨기기	表示メッシュのないプレハブを非表示	ocultar prefabs sin una malla visible	ocultar prefabs sem malha visível	скрыть префабы без видимого меша	görünür ağı olmayan prefab'ları gizle
how the object is updated while dragging (release always applies the final position)	how the object is updated while dragging (release always applies the final position)	拖动时如何更新物体（松开时总会应用最终位置）	拖動時如何更新物件（松開時總會應用最終位置）	So wird das Objekt beim Ziehen aktualisiert (beim Loslassen wird immer die endgültige Position übernommen).	mise à jour de l’objet pendant le déplacement (le relâchement applique toujours la position finale)	드래그 중 오브젝트 갱신 방식 (놓으면 최종 위치가 항상 적용됩니다)	ドラッグ中のオブジェクト更新方法（ボタンを離すと最終位置が必ず適用されます）	cómo se actualiza el objeto al arrastrarlo (al soltar siempre se aplica la posición final)	como o objeto é atualizado durante o arrasto (ao soltar, a posição final sempre é aplicada)	как обновляется объект при перетаскивании (после отпускания всегда применяется конечное положение)	sürüklerken nesnenin güncellenme biçimi (bırakınca son konum her zaman uygulanır)
in %s	in %s	位于 %s 分类	位于 %s 分類	in %s	dans %s	%s 안	%s 内	en %s	em %s	в %s	%s içinde
live drag in the details pane	live drag in the details pane	在详情面板中实时拖动	在詳情面板中實時拖動	Direktes Ziehen im Detailbereich	déplacement direct dans le panneau des détails	세부 정보 패널에서 실시간 드래그	詳細パネルでのライブドラッグ	arrastre en vivo en el panel de detalles	arrasto ao vivo no painel de detalhes	перетаскивание в панели сведений	detay panelinde canlı sürükleme
logs which fields of the camera component change while you rotate the camera (used to find the view direction)	logs which fields of the camera component change while you rotate the camera (used to find the view direction)	记录转动相机时相机组件中发生变化的字段（用于查找视角方向）	記錄轉動相機時相機組件中發生變化的字段（用于查找視角方向）	Protokolliert, welche Felder der Kamerakomponente sich beim Drehen der Kamera ändern (hilft, die Blickrichtung zu finden).	consigne les champs du composant caméra qui changent quand vous la faites tourner (pour trouver la direction du regard)	카메라를 돌릴 때 카메라 구성 요소의 어떤 필드가 바뀌는지 기록합니다(시선 방향을 찾는 데 사용).	カメラを回したときにカメラコンポーネントのどのフィールドが変化するか記録します（視線方向の特定に使用）。	registra qué campos del componente de cámara cambian al girarla (sirve para encontrar la dirección de la vista)	registra quais campos do componente da câmera mudam quando você a gira (usado para encontrar a direção da visão)	записывает, какие поля компонента камеры меняются при её вращении (это помогает определить направление взгляда)	kamerayı döndürürken kamera bileşeninin hangi alanlarının değiştiğini kaydeder (görüş yönünü bulmak için kullanılır)
meshes %d    %s	meshes %d    %s	网格数 %d    %s	網格數 %d    %s	Meshes %d    %s	maillages %d    %s	메시 %d    %s	メッシュ %d    %s	mallas %d    %s	malhas %d    %s	меши %d    %s	ağlar %d    %s
name (from the scene object created after it)	name (from the scene object created after it)	名称（来自随后创建的场景物体）	名稱（來自隨后創建的場景物件）	Name (vom danach erstellten Szenenobjekt)	nom (de l’objet de scène créé ensuite)	이후 생성된 장면 오브젝트의 이름	後から作成されたシーンオブジェクトの名前	nombre (del objeto de escena que se crea después)	nome (do objeto de cena criado depois)	название (после создания объекта сцены)	sonradan oluşturulan sahne nesnesinin adı
name for the current spot	name for the current spot	当前位置名称	當前位置名稱	Name für den aktuellen Ort	nom de l’emplacement actuel	현재 위치 이름	現在地点の名前	nombre de la ubicación actual	nome do local atual	название текущего места	geçerli noktanın adı
no spawn template yet: walk a few meters first	no spawn template yet: walk a few meters first	尚无生成模板：请先走几米	尚無生成模板：請先走幾米	Noch keine Spawn-Vorlage: Geh zuerst ein paar Meter.	aucun modèle d’apparition : marchez d’abord quelques mètres	생성 템플릿이 없습니다. 먼저 몇 미터 걸어 보세요.	生成テンプレートがありません。先に数メートル歩いてください。	aún no hay plantilla de creación: camina unos metros primero	ainda não há modelo de criação: caminhe alguns metros primeiro	шаблона создания пока нет: сначала пройдите несколько метров	henüz oluşturma şablonu yok: önce birkaç metre yürüyün
pick a card, then PLACE	pick a card, then PLACE	选择一个卡片，然后点击“放置”	選擇一個卡片，然後點擊“放置”	Karte auswählen, dann PLATZIEREN	choisissez une carte, puis PLACER	카드를 선택한 다음 배치	カードを選び、配置	elige una tarjeta y luego COLOCAR	escolha um cartão e depois POSICIONAR	выберите карточку, затем РАЗМЕСТИТЬ	bir kart seçin, sonra YERLEŞTİR
placement keys: object	placement keys: object	放置按键：物体	放置按鍵：物件	Platzierungstasten: Objekt	touches de placement : objet	배치 키: 오브젝트	配置キー: オブジェクト	teclas de colocación: objeto	teclas de posicionamento: objeto	клавиши размещения: объект	yerleştirme tuşları: nesne
previews %d / %d	previews %d / %d	预览 %d / %d	預覽 %d / %d	Vorschauen %d / %d	aperçus %d / %d	미리 보기 %d / %d	プレビュー %d / %d	vistas previas %d / %d	pré-visualizações %d / %d	предпросмотры %d / %d	önizlemeler %d / %d
previews off: %s	previews off: %s	预览已关闭：%s	預覽已關閉：%s	Vorschauen aus: %s	aperçus désactivés : %s	미리 보기 꺼짐: %s	プレビュー停止: %s	vistas previas desactivadas: %s	pré-visualizações desativadas: %s	предпросмотр выключен: %s	önizlemeler kapalı: %s
probe: replaying a captured shape cast 3 m above you, 10 m down (see the log)	probe: replaying a captured shape cast 3 m above you, 10 m down (see the log)	地面探测：正在重放一次形状投射，从你上方 3 米处向下探测 10 米（详见日志）	地面探測：正在重放一次形狀投射，從你上方 3 米處向下探測 10 米（詳見日志）	Bodenprobe: Eine aufgezeichnete Formabfrage wird 3 m über dir beginnend 10 m nach unten wiedergegeben (siehe Protokoll).	sonde : rejoue un lancer de forme capturé depuis 3 m au-dessus de vous, vers le bas sur 10 m (voir le journal)	탐색: 캡처한 셰이프 캐스트를 사용자 위 3 m 지점에서 아래로 10 m 재생합니다(로그 참조).	プローブ: キャプチャしたシェイプキャストを、頭上 3 m から下へ 10 m 再生します（ログを確認）。	sonda: reproduce un lanzamiento de forma capturado desde 3 m sobre ti hasta 10 m hacia abajo (consulta el registro)	sonda: reproduz um lançamento de forma capturado a 3 m acima de você, por 10 m para baixo (consulte o registro)	проверка: воспроизведение захваченного запроса формы от точки на 3 м выше вас вниз на 10 м (см. журнал)	sorgu: yakalanan şekil sorgusunu 3 m üstünüzden başlayıp 10 m aşağıya doğru yeniden oynatır (günlüğe bakın)
project	project	项目	專案	Projekt	projet	프로젝트	プロジェクト	proyecto	projeto	проект	proje
projects are plain text files with absolute world coordinates; share the .cdproj, others import it here	projects are plain text files with absolute world coordinates; share the .cdproj, others import it here	项目以纯文本格式存储世界绝对坐标。分享 .cdproj 文件，其他人可在此处导入。	專案以純文本格式存儲世界絕對坐標。分享 .cdproj 檔案，其他人可在此處導入。	Projekte sind einfache Textdateien mit absoluten Weltkoordinaten. Teile die .cdproj-Datei; andere können sie hier importieren.	les projets sont des fichiers texte avec des coordonnées mondiales absolues ; partagez le .cdproj, les autres pourront l’importer ici	프로젝트는 절대 월드 좌표를 담은 일반 텍스트 파일입니다. .cdproj 파일을 공유하면 다른 사람이 여기서 가져올 수 있습니다.	プロジェクトは絶対ワールド座標を含むプレーンテキストファイルです。.cdproj を共有すれば、他の人がここからインポートできます。	los proyectos son archivos de texto sin formato con coordenadas absolutas del mundo; comparte el .cdproj para que otros lo importen aquí	projetos são arquivos de texto simples com coordenadas absolutas do mundo; compartilhe o .cdproj para que outras pessoas o importem aqui	проекты — это обычные текстовые файлы с абсолютными координатами мира; поделитесь файлом .cdproj, чтобы другие импортировали его здесь	projeler mutlak dünya koordinatları içeren düz metin dosyalarıdır; .cdproj dosyasını paylaşın, başkaları buradan içe aktarabilir
ray / shape cast trace	ray / shape cast trace	射线 / 形状投射跟踪	射線 / 形狀投射跟蹤	Strahl-/Formabfrage-Verfolgung	trace de rayon / lancer de forme	레이 / 셰이프 캐스트 추적	レイ / シェイプキャストのトレース	seguimiento de rayo / lanzamiento de forma	rastreamento de raio / lançamento de forma	трассировка луча / объёмного запроса	ışın / şekil sorgusu izi
re-create on move	re-create on move	移动时重新创建	移動時重新創建	Beim Bewegen neu erstellen	recréer au déplacement	이동 시 다시 생성	移動時に再作成	volver a crear al mover	recriar ao mover	пересоздавать при перемещении	taşırken yeniden oluştur
remove	remove	移除	移除	Entfernen	supprimer	제거	削除	quitar	remover	удалить	kaldır
render camera: %d copies tracked, live field of view %.1f deg, aspect %.3f	render camera: %d copies tracked, live field of view %.1f deg, aspect %.3f	渲染相机：正在跟踪 %d 个副本，实时视野 %.1f 度，宽高比 %.3f	渲染相機：正在跟蹤 %d 個副本，實時視野 %.1f 度，寬高比 %.3f	Renderkamera: %d Kopien verfolgt, aktuelles Sichtfeld %.1f Grad, Seitenverhältnis %.3f	caméra de rendu : %d copies suivies, champ de vision actuel %.1f degrés, rapport %.3f	렌더 카메라: 추적 중인 복사본 %d개, 현재 시야각 %.1f도, 종횡비 %.3f	レンダーカメラ: 追跡中のコピー %d 個、現在の視野角 %.1f 度、アスペクト比 %.3f	cámara de renderizado: %d copias seguidas, campo de visión actual %.1f grados, aspecto %.3f	câmera de renderização: %d cópias acompanhadas, campo de visão atual %.1f graus, proporção %.3f	камера рендеринга: отслеживается копий — %d, текущее поле зрения %.1f град., формат кадра %.3f	render kamerası: izlenen kopya sayısı %d, geçerli görüş alanı %.1f derece, en-boy oranı %.3f
render camera: not found yet (camera object + field of view setting in use)	render camera: not found yet (camera object + field of view setting in use)	尚未找到渲染相机（当前使用相机对象和视野设置）	尚未找到渲染相機（當前使用相機物件和視野設定）	Renderkamera: noch nicht gefunden (Kameraobjekt und Sichtfeld-Einstellung werden verwendet).	caméra de rendu : pas encore trouvée (utilisation de l’objet caméra et du réglage du champ de vision)	렌더 카메라를 찾지 못했습니다(카메라 오브젝트와 시야각 설정을 사용 중).	レンダーカメラがまだ見つかりません（カメラオブジェクトと視野角設定を使用中）。	cámara de renderizado: aún no encontrada (se usa el objeto de cámara y el ajuste del campo de visión)	câmera de renderização: ainda não encontrada (usando o objeto da câmera e a configuração do campo de visão)	камера рендеринга пока не найдена (используется объект камеры и настройка поля зрения)	render kamerası henüz bulunamadı (kamera nesnesi ve görüş alanı ayarı kullanılıyor)
replay prefab path override, e.g. /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (empty = as captured)	replay prefab path override, e.g. /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (empty = as captured)	重放时使用的预制件路径覆盖值，例如 /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab（留空 = 使用捕获的预制件）	重放時使用的預製件路徑覆蓋值，例如 /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab（留空 = 使用捕獲的預製件）	Prefab-Pfad überschreiben, z. B. /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (leer = wie aufgenommen)	surcharge du chemin du prefab à rejouer, par ex. /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (vide = valeur capturée)	재생할 프리팹 경로 재정의 예: /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (비워 두면 캡처된 값 사용)	再生するプレハブのパスを上書き。例: /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab（空欄 = キャプチャ時の値）	sobrescribir la ruta del prefab que se reproducirá; p. ej., /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (vacío = valor capturado)	sobrescrever o caminho do prefab a reproduzir, por exemplo: /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (vazio = conforme capturado)	переопределить путь префаба для воспроизведения, например /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (пусто = как записано)	yeniden oynatılacak prefab yolunu geçersiz kılın; örn. /object/cd_gimmick/00_common/lamp/gimmick_lamp_stand_candle_0003_index01.prefab (boş = kaydedildiği gibi)
reset to numpad defaults	reset to numpad defaults	恢复数字小键盘默认设置	恢復數字小鍵盤默認設定	Auf Ziffernblock-Standardwerte zurücksetzen	rétablir les valeurs par défaut du pavé numérique	숫자 키패드 기본값으로 초기화	テンキーの既定値にリセット	restablecer valores predeterminados del teclado numérico	restaurar padrões do teclado numérico	сбросить настройки цифрового блока клавиатуры	nümerik tuş takımı varsayılanlarına sıfırla
saved projects (bin64\\cdmodkit\\projects)	saved projects (bin64\\cdmodkit\\projects)	已保存的项目（bin64\\cdmodkit\\projects）	已儲存的專案（bin64\\cdmodkit\\projects）	Gespeicherte Projekte (bin64\cdmodkit\projects)	projets enregistrés (bin64\cdmodkit\projects)	저장된 프로젝트 (bin64\cdmodkit\projects)	保存済みプロジェクト（bin64\cdmodkit\projects）	proyectos guardados (bin64\cdmodkit\projects)	projetos salvos (bin64\cdmodkit\projects)	сохранённые проекты (bin64\cdmodkit\projects)	kayıtlı projeler (bin64\cdmodkit\projects)
